airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,12:35:00,1040,1.0,In-flight meal not included,10262
Indigo,2019-03-01,Banglore,New Delhi,16:55:00,19:45:00,170,0.0,No Info,12649
Indigo,2019-03-12,Kolkata,Banglore,20:25:00,23:05:00,160,0.0,No Info,4148
Air India,2019-03-24,Kolkata,Banglore,07:00:00,10:00:00,1620,2.0,No Info,11491
Multiple Carriers,2019-05-09,Delhi,Cochin,10:35:00,19:15:00,520,1.0,No Info,7575
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,12:00:00,1025,1.0,No Info,13044
Multiple Carriers,2019-03-06,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,17057
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,22:40:00,930,1.0,No Info,8452
Air India,2019-03-24,Kolkata,Banglore,12:00:00,23:15:00,2115,3.0,No Info,14221
Multiple Carriers,2019-05-18,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,7564
Jet Airways,2019-06-09,Delhi,Cochin,07:05:00,19:00:00,715,1.0,No Info,14714
Multiple Carriers ,2019-03-21,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,13369
Multiple Carriers,2019-05-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,In-flight meal not included,7308
Indigo,2019-06-12,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No Info,5684
Indigo,2019-06-09,Delhi,Cochin,10:35:00,21:00:00,625,1.0,No Info,6314
Indigo,2019-06-03,Delhi,Cochin,05:10:00,10:05:00,295,1.0,No Info,6842
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,In-flight meal not included,6540
Jet Airways,2019-04-06,Delhi,Cochin,02:15:00,12:35:00,620,1.0,In-flight meal not included,5177
Air Asia,2019-05-06,Kolkata,Banglore,07:35:00,19:25:00,710,1.0,No Info,5192
Multiple Carriers,2019-05-24,Delhi,Cochin,17:45:00,01:30:00,465,1.0,No Info,9140
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,09:30:00,1310,1.0,No Info,17261
Indigo,2019-05-01,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3850
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,450,1.0,No Info,15554
Jet Airways,2019-04-03,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,11911
Indigo,2019-05-06,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,18:15:00,590,1.0,No Info,14571
Multiple Carriers,2019-06-15,Delhi,Cochin,06:40:00,19:15:00,755,1.0,No Info,8614
Jet Airways,2019-03-18,Banglore,New Delhi,18:40:00,07:40:00,780,1.0,In-flight meal not included,10972
Multiple Carriers,2019-06-01,Delhi,Cochin,11:25:00,19:15:00,470,1.0,No Info,8937
Multiple Carriers,2019-03-06,Delhi,Cochin,07:00:00,15:30:00,510,1.0,No Info,15603
Jet Airways,2019-06-09,Kolkata,Banglore,20:25:00,21:05:00,1480,1.0,No Info,12692
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,14714
Multiple Carriers,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1.0,In-flight meal not included,7308
Multiple Carriers,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Air India,2019-06-06,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,7952
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,8529
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,12:35:00,825,1.0,In-flight meal not included,10262
Jet Airways,2019-06-24,Delhi,Cochin,18:15:00,12:35:00,1100,1.0,In-flight meal not included,10262
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,In-flight meal not included,7064
Jet Airways,2019-06-21,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Air India,2019-05-21,Delhi,Cochin,07:05:00,09:25:00,1580,2.0,No Info,10975
Air India,2019-04-06,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,5176
Jet Airways,2019-03-12,Banglore,New Delhi,16:55:00,23:00:00,365,1.0,No Info,13817
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,18:50:00,705,1.0,No Info,12767
Multiple Carriers,2019-05-18,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7670
Spicejet,2019-04-24,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No Info,5583
Air India,2019-05-18,Kolkata,Banglore,08:20:00,07:55:00,1415,2.0,No Info,10697
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,04:25:00,1110,1.0,No Info,12242
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,20:45:00,855,1.0,No Info,14781
Air India,2019-03-03,Banglore,New Delhi,11:05:00,22:10:00,2105,2.0,No Info,11948
Air India,2019-05-09,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No Info,13033
Indigo,2019-04-09,Delhi,Cochin,07:30:00,21:00:00,810,1.0,No Info,6093
Goair,2019-04-24,Banglore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4632
Jet Airways,2019-05-03,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030
Spicejet,2019-05-15,Delhi,Cochin,06:05:00,11:20:00,315,1.0,No Info,5583
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,1195,2.0,No Info,12819
Indigo,2019-03-18,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,In-flight meal not included,4050
Indigo,2019-06-18,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3419
Air India,2019-05-21,Kolkata,Banglore,12:00:00,13:15:00,1515,1.0,No Info,7662
Air India,2019-03-12,Mumbai,Hyderabad,01:35:00,14:50:00,795,2.0,No Info,9977
Air India,2019-05-27,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,10441
Indigo,2019-03-03,Kolkata,Banglore,09:35:00,12:20:00,165,0.0,No Info,6565
Air India,2019-06-27,Delhi,Cochin,05:15:00,19:15:00,2280,3.0,No Info,10703
Vistara,2019-04-03,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,5403
Air India,2019-04-09,Delhi,Cochin,13:05:00,07:40:00,1115,2.0,No Info,8577
Indigo,2019-04-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Spicejet,2019-05-21,Delhi,Cochin,15:45:00,22:05:00,380,1.0,No Info,7317
Jet Airways,2019-03-27,Delhi,Cochin,05:25:00,18:50:00,805,2.0,In-flight meal not included,9254
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,20:40:00,405,1.0,In-flight meal not included,11134
Multiple Carriers,2019-05-21,Delhi,Cochin,04:55:00,19:15:00,860,1.0,No Info,7575
Indigo,2019-04-27,Kolkata,Banglore,14:25:00,16:55:00,150,0.0,No Info,4804
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Air India,2019-03-09,Delhi,Cochin,09:45:00,09:25:00,1420,2.0,No Info,10660
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1540,1.0,No Info,11467
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,04:40:00,520,1.0,No Info,13941
Jet Airways,2019-06-15,Delhi,Cochin,18:20:00,12:35:00,1095,2.0,No Info,14300
Multiple Carriers,2019-06-06,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No Info,7005
Vistara,2019-06-15,Banglore,Delhi,17:00:00,19:35:00,155,0.0,No Info,4878
Indigo,2019-03-12,Kolkata,Banglore,15:10:00,17:45:00,155,0.0,No Info,4148
Vistara,2019-05-03,Banglore,Delhi,21:00:00,23:50:00,170,0.0,No Info,5613
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,10:25:00,930,1.0,In-flight meal not included,11087
Air India,2019-03-12,Mumbai,Hyderabad,21:00:00,19:25:00,1345,1.0,No Info,10943
